GeneName,FC,P,FDR,Color,Significance
TMEM204,-0.109990896,0.645701722,0.823881961,#D3D3D3,0.189968055
SLCO1B7,-0.226651154,0.188984315,0.432410147,#D3D3D3,0.723574238
RAVER2,-0.454482049,0.044947195,0.179823771,#D3D3D3,1.347297405
SMR3A,-0.506550852,0.048944191,0.190201845,#0072B2,1.310298843
CES4A,0.025588184,0.832971156,0.923529108,#D3D3D3,0.079370037
HSD17B4,0.230982806,0.190031253,0.433265893,#D3D3D3,0.721174969
CHTF18,0.088554183,0.72684241,0.867826375,#D3D3D3,0.138559741
FUCA1,-2.15395261,2.65E-05,0.000977835,#0072B2,4.577472408
RPS24,1.014811806,1.68E-06,0.000147421,#56B4E9,5.774843586
TRNP1,-0.491707076,0.108955391,0.312727206,#D3D3D3,0.962751277
EPCAM,-1.977748548,1.28E-07,2.53E-05,#0072B2,6.892023271
CCDC197,-0.138068055,0.736382558,0.873214074,#D3D3D3,0.132896507
DNAJB9,-1.557114868,3.76E-05,0.001264775,#0072B2,4.424851829
VPS72,0.585403012,0.028323529,0.135350673,#56B4E9,1.547852643
CWF19L2,0.591674724,0.082681275,0.266547477,#D3D3D3,1.082592835
YAF2,0.148034165,0.442255992,0.684272697,#D3D3D3,0.354326274
ZNF594,0.509412998,0.054909336,0.2036624,#D3D3D3,1.260353811
COPS9,-0.279938609,0.196812426,0.441805624,#D3D3D3,0.705947486
ADPRH,-0.018511559,0.910220645,0.959583334,#D3D3D3,0.040853318
CLEC12A,-0.810201659,0.035146011,0.155717894,#0072B2,1.45412396
EMC2,-0.385498329,0.108386558,0.311931583,#D3D3D3,0.965024574
SCNN1B,-0.782442824,0.017236626,0.098177121,#0072B2,1.763547734
TWIST1,-0.19103672,0.431927281,0.676342867,#D3D3D3,0.364589365
PPARG,-0.749950284,0.105078048,0.306912908,#D3D3D3,0.978488004
RTL6,0.188506009,0.663357004,0.833087541,#D3D3D3,0.178252681
SLC7A2,-0.324563771,0.381590355,0.633327836,#D3D3D3,0.418402611
TMUB2,-0.092535481,0.580958174,0.783126479,#D3D3D3,0.235855134
ZNF836,0.142842469,0.617343384,0.807157107,#D3D3D3,0.209473202
BSCL2,-0.70353315,0.01134318,0.073700057,#0072B2,1.945265192
CCDC7,-0.081158179,0.792872071,0.902361124,#D3D3D3,0.10079688
LRTM2,0.645668625,0.125463136,0.340098943,#D3D3D3,0.901483862
FBXO22,-0.016323717,0.94449007,0.977010719,#D3D3D3,0.024802604
EID1,-0.143525123,0.250928631,0.50581882,#D3D3D3,0.600449782
MAPRE1,0.192576272,0.203623414,0.449432821,#D3D3D3,0.691172285
C9orf50,0.09110381,0.855950218,0.935274943,#D3D3D3,0.067551493
RABEP1,0.769556279,0.045185277,0.18037723,#56B4E9,1.345003048
RILPL2,0.525338358,0.013985913,0.085467215,#56B4E9,1.854309175
ARF6,0.247990963,0.067141802,0.231981945,#D3D3D3,1.173007008
ATP6V0D2,-0.576229446,0.185471327,0.427682821,#D3D3D3,0.731723222
CYCS,-0.757005735,0.000423213,0.006999835,#0072B2,3.373441015
XPOT,-0.036967685,0.760521823,0.886298239,#D3D3D3,0.11888832
CES3,-1.464188592,0.001641639,0.018644329,#0072B2,2.784722321
ATRNL1,0.490532553,0.309507885,0.567992801,#D3D3D3,0.509328283
ZIC3,0.050376388,0.807052267,0.91044571,#D3D3D3,0.093098338
LAMTOR2,-0.424741277,0.016965839,0.097127122,#D3D3D3,1.770424664
LILRB2,-0.600417436,0.100582404,0.299666933,#D3D3D3,0.997477988
SDSL,-0.194379662,0.436091665,0.679507951,#D3D3D3,0.360422214
RPLP1,0.929716308,3.78E-06,0.000256773,#56B4E9,5.422701481
CA3,0.380807403,0.00940542,0.064435131,#D3D3D3,2.0266218
PSMD9,0.203737633,0.474819393,0.706756694,#D3D3D3,0.323471551
DYRK2,0.373225107,0.128869561,0.345363615,#D3D3D3,0.88984965
PTGR1,-0.922057521,0.01285986,0.080244385,#0072B2,1.890763754
MICOS13,-0.02099537,0.896919074,0.953599122,#D3D3D3,0.04724674
MPC2,-0.208454918,0.342443897,0.600140319,#D3D3D3,0.465410569
IPO13,-0.227715145,0.423899457,0.669381834,#D3D3D3,0.37273714
MRPL33,-0.420118963,0.097064372,0.2937025,#D3D3D3,1.012940152
MYL9,-1.126953401,0.000844982,0.011503499,#0072B2,3.073152391
KLHL23,-0.849431592,0.036831167,0.159614182,#0072B2,1.433784515
MEGF9,-0.147405595,0.321413912,0.579838054,#D3D3D3,0.49293533
MEF2A,0.302536267,0.003668322,0.03329343,#D3D3D3,2.435532547
ZNF28,0.168244252,0.278070728,0.534828724,#D3D3D3,0.555844727
OR13A1,0.537814256,0.099354163,0.297427187,#D3D3D3,1.002813932
CXCL10,-0.627168043,0.062470969,0.222037933,#D3D3D3,1.204321756
KRTAP25-1,-0.755271175,0.024146709,0.122951248,#0072B2,1.617142054
ANKRA2,0.360888576,0.244058274,0.49854133,#D3D3D3,0.612506464
SLC9A6,-0.412937481,0.114772581,0.322826615,#D3D3D3,0.940161852
DUSP6,-0.654751983,0.003924563,0.034758058,#0072B2,2.406208693
TAPT1,0.130251611,0.727556686,0.867945291,#D3D3D3,0.138133164
TIMMDC1,0.053102046,0.722049492,0.86582327,#D3D3D3,0.141433033
AURKB,0.829080757,0.035447116,0.156435112,#56B4E9,1.450419092
SIAH2,-0.132631396,0.674264885,0.839056281,#D3D3D3,0.171169457
NRG3,-0.469624557,0.192071425,0.435635718,#D3D3D3,0.716537242
SH2B2,0.454312127,0.03035547,0.142035284,#D3D3D3,1.517763038
HSPBAP1,-0.054216176,0.835644283,0.925114868,#D3D3D3,0.077978554
CIB2,-0.435620873,0.051864215,0.197273636,#D3D3D3,1.285132191
FAM200B,0.004855747,0.984243487,0.994570401,#D3D3D3,0.006897451
EIF2D,0.389410574,0.2064253,0.453404606,#D3D3D3,0.685237077
CLSTN1,0.03526375,0.831021245,0.922533089,#D3D3D3,0.080387873
TRMT5,0.23200121,0.433708344,0.677578831,#D3D3D3,0.362802222
MYEF2,0.43563206,0.078232337,0.256074541,#D3D3D3,1.106613696
PCMT1,0.033184521,0.867829581,0.940423054,#D3D3D3,0.06156555
CSNK1A1L,-0.039699626,0.857058922,0.935642188,#D3D3D3,0.06698932
PTGER3,0.352525938,0.10925483,0.313053536,#D3D3D3,0.961559356
TYRP1,-0.028801518,0.882067088,0.947384572,#D3D3D3,0.054498382
CNOT9,0.377621467,0.024461481,0.123992122,#D3D3D3,1.611517248
SCAMP2,-0.281928086,0.043365363,0.176110883,#D3D3D3,1.362857016
CEP135,0.353031188,0.076408052,0.252258827,#D3D3D3,1.116860872
DDX55,0.433400062,0.106754701,0.309611315,#D3D3D3,0.971612991
TRPM2,-0.66353548,0.038394824,0.163423564,#0072B2,1.415727324
MELK,-0.114843323,0.689164795,0.846891047,#D3D3D3,0.161676916
TANK,0.46964045,0.050857436,0.194718763,#D3D3D3,1.293645534
MSL1,0.165306965,0.084508951,0.270211386,#D3D3D3,1.073097288
TNKS1BP1,-0.902917042,0.003830745,0.034303267,#0072B2,2.416716783
WDFY1,0.523336431,0.117629513,0.32772829,#D3D3D3,0.929483702
LMO1,0.151592361,0.397985359,0.647143776,#D3D3D3,0.400132905
COPA,-0.33356494,0.100730305,0.299878287,#D3D3D3,0.996839853
TRMT12,0.002700891,0.98785895,0.995750284,#D3D3D3,0.005305061
ZNF75D,0.269182242,0.308241728,0.566718237,#D3D3D3,0.51110857
ENOPH1,0.481787203,0.101110373,0.300655297,#D3D3D3,0.995204289
ELAC1,-0.088175518,0.761831534,0.886856519,#D3D3D3,0.118141055
CCNI2,-0.072003504,0.746787446,0.879058221,#D3D3D3,0.126802992
SRP68,0.133879947,0.279781524,0.536271786,#D3D3D3,0.553180968
OPN4,-0.086086693,0.824254309,0.919876979,#D3D3D3,0.083938774
OR10G7,0.595187684,0.161880244,0.39449532,#D3D3D3,0.79080615
CD4,-0.720389062,0.045154059,0.18037723,#0072B2,1.345303199
CENPP,0.2897795,0.266504979,0.523566256,#D3D3D3,0.574294673
SCAF11,0.778784939,0.000341972,0.005998554,#56B4E9,3.466009784
TMEM234,0.216350735,0.5169892,0.73783661,#D3D3D3,0.286518529
RIPK4,-0.503499996,0.098885022,0.296549494,#D3D3D3,1.004869486
TMEM87B,0.058034454,0.835122377,0.9248783,#D3D3D3,0.078249879
KCNG1,-0.441710471,0.081300385,0.263186306,#D3D3D3,1.089907399
FAM126B,0.133382599,0.572700524,0.777595636,#D3D3D3,0.242072419
TMEM69,0.149764071,0.525174618,0.743530333,#D3D3D3,0.279696272
SLC35B2,0.46008816,0.004668925,0.039542741,#D3D3D3,2.330783138
PDILT,-0.253130446,0.211853163,0.460619208,#D3D3D3,0.673965047
OR12D1,-0.300377653,0.397234183,0.6469031,#D3D3D3,0.400953387
C7orf77,-0.005479808,0.988872088,0.9960032,#D3D3D3,0.004859881
PDS5A,0.867489171,0.001338931,0.016191927,#56B4E9,2.873241868
PSMG3,-0.069107745,0.664433982,0.833460132,#D3D3D3,0.177548164
OSBP2,-0.077659138,0.770548222,0.891148297,#D3D3D3,0.113200177
DCLK2,-0.213427548,0.742025728,0.876268331,#D3D3D3,0.129581036
GUCA2B,-1.148175824,0.000242834,0.004792427,#0072B2,3.614689643
MEMO1,0.2988692,0.039436578,0.166069152,#D3D3D3,1.404100779
SKIL,0.636487223,0.003144305,0.029721879,#56B4E9,2.502475386
HPSE2,-0.986290522,0.028531482,0.136069496,#0072B2,1.544675667
CMTR1,0.308580395,0.103254038,0.303972675,#D3D3D3,0.986092954
H3C2,0.787123212,0.234298933,0.487455156,#D3D3D3,0.630229689
SAFB,0.143367175,0.053977051,0.201977161,#D3D3D3,1.26779085
ANPEP,-2.056233026,4.78E-06,0.000295989,#0072B2,5.3203526
CTAG1B,-0.947897047,0.023950584,0.12228604,#0072B2,1.6206839
DDAH1,-0.975188068,0.003070032,0.029375046,#0072B2,2.512857044
ELMOD2,-0.592164641,0.014627212,0.088076826,#0072B2,1.834838437
SYNGAP1,0.612231659,0.230237419,0.482313832,#D3D3D3,0.637824092
TCERG1,0.263488767,0.176666277,0.416383101,#D3D3D3,0.752846342
PRSS37,-0.494414256,0.103980422,0.305364354,#D3D3D3,0.983048426
FBXO45,0.106591083,0.659405082,0.831115177,#D3D3D3,0.18084771
TRIP12,0.21049772,0.066017136,0.229608971,#D3D3D3,1.180343321
CCDC103,0.38192046,0.397520691,0.6469031,#D3D3D3,0.400640261
NOP56,0.417478631,0.026737567,0.130935333,#D3D3D3,1.57287811
B4GALT2,-0.268364629,0.212894221,0.46196977,#D3D3D3,0.671836127
PDGFRA,-1.581035575,0.000537127,0.008349927,#0072B2,3.269922752
PHTF1,-0.482523783,0.015593461,0.091540295,#D3D3D3,1.807057491
CROT,1.216042087,0.011410131,0.073878734,#56B4E9,1.942709376
SH3PXD2B,-1.737624283,4.33E-05,0.001391026,#0072B2,4.363208482
SGPP2,-0.127030428,0.466410536,0.701706244,#D3D3D3,0.331231648
TDRD10,-0.190034888,0.465200324,0.700862078,#D3D3D3,0.332359992
PRTFDC1,-0.275399761,0.346226138,0.604175488,#D3D3D3,0.460640149
NAAA,-0.982242817,0.000887108,0.01196106,#0072B2,3.052023314
STAT6,0.457277038,0.001382265,0.016522484,#D3D3D3,2.859408534
FCGR1A,-0.617145652,0.00202217,0.021638342,#0072B2,2.694182301
KIDINS220,-0.209785494,0.303712419,0.561576424,#D3D3D3,0.51753745
APC2,0.112856878,0.500200725,0.7256989,#D3D3D3,0.300855683
BCL2L2,-0.630825222,0.000437894,0.007207294,#0072B2,3.358630805
CEMIP,0.54132171,0.263694017,0.520114229,#D3D3D3,0.578899724
EVL,0.807955573,0.000662422,0.009658315,#56B4E9,3.178865521
CCND2,0.426462027,0.077764918,0.255089516,#D3D3D3,1.10921628
CYHR1,-0.287894883,0.126992403,0.34217905,#D3D3D3,0.896222259
CCDC146,-0.074417796,0.835865032,0.925116444,#D3D3D3,0.077863843
CMTR2,0.199126942,0.438979155,0.682145923,#D3D3D3,0.357556102
SH3TC2,-0.294233089,0.195998175,0.440550361,#D3D3D3,0.707747972
HDAC6,-0.116805792,0.337051436,0.595256263,#D3D3D3,0.472303818
ZNF844,-0.037297438,0.901741328,0.955665494,#D3D3D3,0.044918025
PHTF2,0.542062267,0.004941568,0.041238932,#56B4E9,2.306135191
PPP1CA,0.205665616,0.327122983,0.585590096,#D3D3D3,0.485288942
CLCN7,-0.483399276,0.020640344,0.110540947,#D3D3D3,1.685283067
DMAC1,0.267278434,0.003186214,0.03001702,#D3D3D3,2.496725073
ZNF80,0.094325972,0.764738745,0.888313794,#D3D3D3,0.116486906
CKS1B,0.087645266,0.184485952,0.426694968,#D3D3D3,0.734036699
PDCD2L,0.020580618,0.937453538,0.973136359,#D3D3D3,0.028050248
CYP26A1,-0.546916688,0.052765301,0.199527962,#D3D3D3,1.277651584
PLN,-0.276280193,0.284591676,0.541156793,#D3D3D3,0.545777807
COL5A1,-2.088620311,3.74E-08,1.34E-05,#0072B2,7.426627193
VAC14,0.165848397,0.329899033,0.588340952,#D3D3D3,0.481618957
CCHCR1,-0.083397294,0.653547157,0.828560538,#D3D3D3,0.18472307
PON1,-0.544319752,0.236999051,0.490862234,#D3D3D3,0.625253393
KLK1,-0.96164074,0.025155805,0.126070752,#0072B2,1.59936178
CPB2,0.05116186,0.861297043,0.936912107,#D3D3D3,0.064847044
DHRS1,-0.88257249,0.000214772,0.004441432,#0072B2,3.668022351
ZNF132,-0.015177482,0.945235363,0.977361767,#D3D3D3,0.024460039
DNAJC22,-0.344832468,0.22908767,0.48100705,#D3D3D3,0.639998285
TRMT11,0.860687927,0.03488528,0.154888439,#56B4E9,1.457357782
TMEM159,-0.130850252,0.539549497,0.753839611,#D3D3D3,0.267968708
SCAF8,0.537735579,0.058754137,0.212863762,#D3D3D3,1.23096155
MAOA,-1.268921591,1.73E-05,0.00073599,#0072B2,4.762135874
FGD5,-0.153581694,0.542838679,0.756316563,#D3D3D3,0.265329215
NLRP2B,-0.574050848,0.050031498,0.192518463,#D3D3D3,1.300756493
RAD17,0.429593427,0.172600353,0.410065739,#D3D3D3,0.76295832
GALNTL5,-0.122544575,0.459316485,0.697675276,#D3D3D3,0.337887968
UBXN6,-0.06295714,0.642423308,0.822283543,#D3D3D3,0.192178711
MMP12,-1.952543746,0.041062705,0.170293018,#0072B2,1.386552448
IDE,-0.375878544,0.06720036,0.232041561,#D3D3D3,1.172628403
EXOSC4,-0.006301601,0.966495393,0.987829797,#D3D3D3,0.014800212
RPL13,1.183297273,8.01E-08,2.01E-05,#56B4E9,7.096179526
ZBTB38,-0.55991563,8.21E-05,0.002224146,#0072B2,4.085749288
OVOL3,0.309132512,0.227578098,0.479408284,#D3D3D3,0.642869537
ZNHIT2,-0.072300137,0.754613729,0.883161486,#D3D3D3,0.122275298
IKBKB,0.590238166,0.005416778,0.044082271,#56B4E9,2.266258926
MKRN2OS,-0.046232961,0.869497714,0.940923706,#D3D3D3,0.060731556
NEIL3,0.132586415,0.791867366,0.901816886,#D3D3D3,0.101347555
GPSM2,-0.306764338,0.535897887,0.751248472,#D3D3D3,0.270917956
TWF1,-0.040436874,0.826384764,0.9208073,#D3D3D3,0.082817699
IFIT1B,-0.327081586,0.166342923,0.401423772,#D3D3D3,0.778995672
SLC18A3,-0.239403451,0.642687025,0.822324207,#D3D3D3,0.192000468
WDR82,0.880888253,0.01594536,0.093055091,#56B4E9,1.797365665
ITGAV,-0.667050965,0.005893081,0.046805837,#0072B2,2.229657592
GRTP1,-0.465854505,0.233972989,0.487125544,#D3D3D3,0.630834277
KCNV1,-0.258553455,0.53076125,0.747216347,#D3D3D3,0.275100792
RBMS1,-0.716469499,0.001318245,0.016053256,#0072B2,2.880003781
FGGY,-0.204089588,0.344996285,0.603045777,#D3D3D3,0.462185582
LIN54,-0.067109872,0.740457778,0.875766694,#D3D3D3,0.130499701
KLRG2,-0.200423326,0.371905581,0.625808372,#D3D3D3,0.429567305
